admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
131.3,1,0,0,1,0,0,21,0,7.6,2.6,0.32,Dropout
120.4,0,0,0,0,0,0,21,0,9.4,-0.8,-3.12,Dropout
113.6,0,0,0,1,1,0,26,0,7.6,2.6,0.32,Enrolled
125,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
132.3,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Enrolled
142.7,0,0,1,1,0,0,18,0,7.6,2.6,0.32,Dropout
130,0,0,0,1,0,0,25,0,12.7,3.7,-1.7,Dropout
120.8,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
130.3,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
119.9,0,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
110.5,1,0,0,1,0,1,22,0,12.4,0.5,1.79,Graduate
160,1,0,0,1,0,0,21,0,15.5,2.8,-4.06,Graduate
118.6,1,0,0,1,0,1,21,0,8.9,1.4,3.51,Graduate
112.3,0,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
124.4,0,0,0,1,0,0,19,0,10.8,1.4,1.74,Enrolled
125,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
105.8,0,0,0,1,0,0,26,0,13.9,-0.3,0.79,Dropout
121.5,1,0,0,1,0,0,31,0,7.6,2.6,0.32,Dropout
134.2,1,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
130,0,0,0,1,0,0,35,0,11.1,0.6,2.02,Dropout
122.8,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Enrolled
108.7,0,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
136.7,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
119.1,0,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
151.3,1,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
108.3,0,0,0,1,0,1,21,0,10.8,1.4,1.74,Enrolled
127.4,0,0,1,1,0,1,18,0,16.2,0.3,-0.92,Graduate
124,0,0,0,1,0,0,23,0,9.4,-0.8,-3.12,Graduate
155,0,0,0,1,0,1,21,0,16.2,0.3,-0.92,Graduate
114,0,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
118.9,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Enrolled
160,1,0,0,1,0,0,20,0,8.9,1.4,3.51,Graduate
126.1,0,0,0,1,0,0,18,0,16.2,0.3,-0.92,Enrolled
136.5,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
122.3,0,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
128,0,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
156.5,1,1,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
125.7,0,0,0,1,0,0,20,0,15.5,2.8,-4.06,Enrolled
143,0,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
131.9,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
113.7,0,0,0,1,0,0,32,0,9.4,-0.8,-3.12,Enrolled
155.1,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
121.1,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Enrolled
130.3,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
123.3,0,0,0,0,0,0,18,0,9.4,-0.8,-3.12,Dropout
117.4,1,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
140.3,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Enrolled
120,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
133.4,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Enrolled
126.7,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Dropout
129.3,1,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
125.7,1,0,0,1,0,0,20,0,11.1,0.6,2.02,Enrolled
144.8,0,0,0,1,0,0,19,0,16.2,0.3,-0.92,Enrolled
98.6,0,0,0,1,0,0,21,0,12.7,3.7,-1.7,Dropout
126.9,1,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
146.7,1,0,0,1,0,1,20,0,15.5,2.8,-4.06,Graduate
117,0,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
130,1,0,0,1,0,0,23,0,11.1,0.6,2.02,Dropout
125.8,0,0,0,0,0,1,18,0,12.7,3.7,-1.7,Dropout
160,0,0,0,1,0,0,30,0,12.7,3.7,-1.7,Dropout
134.2,1,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Dropout
96,0,0,0,0,0,0,29,0,10.8,1.4,1.74,Dropout
101.8,1,0,0,1,0,0,24,0,10.8,1.4,1.74,Enrolled
125.2,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
100,0,0,0,1,0,0,27,0,13.9,-0.3,0.79,Dropout
140,0,0,0,1,0,0,23,0,7.6,2.6,0.32,Dropout
120,0,0,0,1,0,1,23,0,11.1,0.6,2.02,Graduate
134.3,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
144.7,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
131.9,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Dropout
136.7,1,0,0,1,0,1,18,0,11.1,0.6,2.02,Dropout
129.8,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
146.5,0,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
122.5,1,0,0,1,0,0,29,0,9.4,-0.8,-3.12,Enrolled
117.8,0,0,0,1,0,0,24,0,13.9,-0.3,0.79,Graduate
106,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Dropout
119,0,0,0,1,0,0,19,0,12.7,3.7,-1.7,Enrolled
115.1,0,0,0,1,0,0,19,0,10.8,1.4,1.74,Enrolled
116.9,1,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
141.7,0,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
127.7,1,0,0,0,0,0,18,0,13.9,-0.3,0.79,Dropout
122.1,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
153.5,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Dropout
141.4,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
135.8,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
127.5,1,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
151.6,0,0,0,1,0,0,24,0,16.2,0.3,-0.92,Enrolled
121.4,0,0,1,1,0,0,28,0,13.9,-0.3,0.79,Enrolled
100,0,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
131.5,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
109.3,0,0,0,0,0,0,22,0,9.4,-0.8,-3.12,Dropout
127.9,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
140,1,0,0,1,0,0,36,0,16.2,0.3,-0.92,Graduate
160,0,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
119.8,0,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
153,0,0,0,0,0,0,40,0,7.6,2.6,0.32,Dropout
125,1,0,0,1,0,1,19,0,7.6,2.6,0.32,Graduate
103.7,0,0,0,1,0,0,38,0,10.8,1.4,1.74,Enrolled
120,0,0,0,1,0,0,32,0,15.5,2.8,-4.06,Dropout
146,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Enrolled
116.9,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
117.9,0,0,0,1,0,0,35,0,10.8,1.4,1.74,Dropout
128.6,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Enrolled
135,0,0,0,1,0,0,29,0,12.7,3.7,-1.7,Graduate
124.6,0,0,0,1,0,0,29,0,15.5,2.8,-4.06,Enrolled
124,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Enrolled
129.5,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
111.3,0,0,1,0,0,0,25,0,7.6,2.6,0.32,Graduate
95,0,0,1,0,0,0,50,0,8.9,1.4,3.51,Dropout
131.8,0,0,0,1,0,0,24,0,7.6,2.6,0.32,Dropout
119.1,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Dropout
125.4,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
140.7,1,0,1,1,0,1,20,0,15.5,2.8,-4.06,Graduate
131.9,0,0,0,1,0,0,21,0,9.4,-0.8,-3.12,Dropout
124,0,0,1,1,1,0,28,0,10.8,1.4,1.74,Enrolled
139.2,0,0,0,1,1,1,19,0,12.4,0.5,1.79,Graduate
121.8,0,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Graduate
132.9,0,0,0,1,1,0,22,0,12.7,3.7,-1.7,Graduate
130,0,0,0,1,1,0,25,0,15.5,2.8,-4.06,Dropout
130.1,0,0,0,0,1,0,37,0,11.1,0.6,2.02,Dropout
124.5,0,0,0,0,1,0,38,0,11.1,0.6,2.02,Dropout
162.3,0,0,0,1,1,0,36,0,13.9,-0.3,0.79,Dropout
137.8,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,Graduate
119.5,0,0,0,0,1,0,19,0,9.4,-0.8,-3.12,Dropout
110,0,0,1,1,1,0,24,0,9.4,-0.8,-3.12,Dropout
105,0,0,0,1,1,0,20,0,11.1,0.6,2.02,Graduate
142.8,1,0,0,1,1,0,21,0,12.7,3.7,-1.7,Dropout
128.2,1,0,0,1,1,0,32,0,7.6,2.6,0.32,Dropout
120,0,0,0,1,1,0,39,0,12.7,3.7,-1.7,Dropout
130,0,0,0,0,1,0,33,0,12.7,3.7,-1.7,Dropout
121.7,0,0,0,1,1,1,20,0,9.4,-0.8,-3.12,Graduate
116,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,Graduate
133.2,0,0,0,0,1,0,43,0,13.9,-0.3,0.79,Dropout
116.7,0,0,0,1,1,0,49,0,16.2,0.3,-0.92,Dropout
126.4,1,0,0,1,1,1,18,0,12.7,3.7,-1.7,Graduate
140,0,0,0,1,1,0,27,0,11.1,0.6,2.02,Enrolled
120.3,1,0,0,1,1,1,19,0,8.9,1.4,3.51,Dropout
118,0,0,1,1,1,1,45,0,16.2,0.3,-0.92,Dropout
149.5,1,0,0,0,1,0,19,0,13.9,-0.3,0.79,Graduate
130,0,0,0,1,1,1,21,0,13.9,-0.3,0.79,Graduate
126.3,0,0,0,1,1,1,18,0,13.9,-0.3,0.79,Graduate
116.2,0,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Dropout
126,0,0,0,0,1,0,29,0,9.4,-0.8,-3.12,Dropout
122.3,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
119.5,1,0,0,1,1,1,18,0,12.4,0.5,1.79,Enrolled
131.8,0,0,0,1,1,1,22,0,12.4,0.5,1.79,Graduate
130.7,1,0,0,1,1,1,18,0,11.1,0.6,2.02,Dropout
140,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,Enrolled
129.5,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Dropout
130,0,0,1,1,1,1,29,0,11.1,0.6,2.02,Dropout
114,1,0,0,1,1,0,29,0,7.6,2.6,0.32,Dropout
121,1,0,0,1,1,0,23,0,9.4,-0.8,-3.12,Enrolled
116.4,1,0,1,1,1,0,19,0,10.8,1.4,1.74,Dropout
121.7,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Dropout
130,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Dropout
120,1,0,1,1,1,0,34,0,10.8,1.4,1.74,Dropout
125,0,0,0,1,1,0,26,0,13.9,-0.3,0.79,Graduate
134.1,1,0,0,1,1,0,24,0,11.1,0.6,2.02,Dropout
149.5,1,0,0,1,1,1,17,0,11.1,0.6,2.02,Graduate
113.2,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Enrolled
146,0,0,0,1,1,0,34,0,12.7,3.7,-1.7,Enrolled
140,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
162.4,0,0,1,0,1,0,49,0,8.9,1.4,3.51,Dropout
136.6,0,0,0,1,1,0,23,0,13.9,-0.3,0.79,Dropout
111,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Dropout
115.7,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,Enrolled
105.7,1,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
128.2,1,0,0,1,1,0,24,0,16.2,0.3,-0.92,Enrolled
137,1,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
120,0,0,1,0,1,0,45,0,9.4,-0.8,-3.12,Dropout
120.5,1,0,0,1,1,0,30,0,7.6,2.6,0.32,Dropout
118.1,0,0,0,1,1,0,28,0,8.9,1.4,3.51,Dropout
139,0,0,0,1,1,0,40,0,12.7,3.7,-1.7,Dropout
116.3,0,0,0,0,1,0,32,0,10.8,1.4,1.74,Dropout
120.5,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Dropout
134.9,1,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
123,0,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Dropout
122.9,0,0,0,0,1,0,20,0,10.8,1.4,1.74,Dropout
140,0,0,0,1,1,0,39,0,15.5,2.8,-4.06,Enrolled
122.5,0,0,0,0,1,0,19,0,11.1,0.6,2.02,Enrolled
121.5,0,0,0,1,1,0,38,0,7.6,2.6,0.32,Enrolled
132.3,1,0,0,1,1,1,18,0,7.6,2.6,0.32,Graduate
131.5,1,0,0,1,1,1,18,0,13.9,-0.3,0.79,Graduate
128.2,0,0,0,1,1,0,28,0,7.6,2.6,0.32,Dropout
148,1,0,0,0,1,0,31,0,12.7,3.7,-1.7,Dropout
121.5,0,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
135.4,1,0,0,1,1,0,21,0,11.1,0.6,2.02,Enrolled
139,0,0,1,0,1,0,33,0,16.2,0.3,-0.92,Dropout
113.4,0,0,0,1,1,0,22,0,12.7,3.7,-1.7,Dropout
150,1,0,1,1,1,0,20,0,12.4,0.5,1.79,Dropout
122,0,0,1,1,1,0,19,0,8.9,1.4,3.51,Enrolled
150,1,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
119.3,1,0,0,1,1,0,25,0,9.4,-0.8,-3.12,Enrolled
140,0,0,0,0,1,0,25,0,13.9,-0.3,0.79,Dropout
125,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Enrolled
140.7,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
100,0,0,0,1,1,0,33,0,16.2,0.3,-0.92,Enrolled
146.7,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
96,0,0,0,1,1,0,31,0,7.6,2.6,0.32,Dropout
160,0,0,1,0,1,0,24,0,8.9,1.4,3.51,Dropout
130,0,0,1,0,1,0,23,0,15.5,2.8,-4.06,Dropout
130,0,0,0,0,1,1,26,0,9.4,-0.8,-3.12,Dropout
140,1,0,0,1,1,0,38,0,16.2,0.3,-0.92,Graduate
116.6,1,0,0,1,1,1,20,0,8.9,1.4,3.51,Graduate
120.5,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate
103,0,0,0,1,1,0,25,0,10.8,1.4,1.74,Dropout
111.9,1,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
148.7,0,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
120,0,0,0,1,1,0,28,0,10.8,1.4,1.74,Dropout
125.7,1,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Enrolled
120.1,1,0,0,1,1,1,20,0,8.9,1.4,3.51,Graduate
127.8,0,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
106.4,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
100,0,0,1,1,1,0,24,0,12.7,3.7,-1.7,Dropout
123.9,1,0,0,1,1,0,21,0,10.8,1.4,1.74,Dropout
139.5,0,0,0,1,1,1,20,0,12.7,3.7,-1.7,Graduate
150,1,0,0,1,1,0,21,0,13.9,-0.3,0.79,Graduate
139.8,0,0,1,1,1,0,24,0,10.8,1.4,1.74,Graduate
154.4,0,0,0,1,1,0,27,0,10.8,1.4,1.74,Dropout
115.5,1,0,1,0,1,0,19,0,8.9,1.4,3.51,Enrolled
119,0,0,0,1,1,0,39,0,8.9,1.4,3.51,Graduate
96.1,0,0,0,1,1,0,25,0,12.4,0.5,1.79,Dropout
130,0,0,0,0,1,0,18,0,9.4,-0.8,-3.12,Dropout
128.8,0,0,0,1,1,0,19,0,10.8,1.4,1.74,Graduate
126.8,0,0,0,1,1,1,21,0,13.9,-0.3,0.79,Graduate
130,0,0,0,1,1,0,27,0,8.9,1.4,3.51,Dropout
116.7,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled
125.5,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Enrolled
110,1,0,0,1,1,0,27,0,9.4,-0.8,-3.12,Dropout
133.7,1,0,1,1,1,0,18,0,12.7,3.7,-1.7,Dropout
117.6,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Enrolled
140,0,0,0,1,1,0,19,0,13.9,-0.3,0.79,Dropout
150,0,0,0,1,1,0,22,0,15.5,2.8,-4.06,Enrolled
133.7,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
137,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
128.2,0,0,0,1,0,0,23,0,9.4,-0.8,-3.12,Dropout
129.2,1,0,1,0,1,0,20,0,9.4,-0.8,-3.12,Dropout
129.5,1,0,0,1,1,0,18,0,16.2,0.3,-0.92,Graduate
129.6,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate
121.7,1,0,0,1,1,0,18,0,8.9,1.4,3.51,Enrolled
141.8,1,0,0,1,1,0,20,0,12.7,3.7,-1.7,Graduate
129.8,1,0,0,1,1,0,20,0,15.5,2.8,-4.06,Graduate
106,0,0,0,1,1,0,21,0,12.4,0.5,1.79,Dropout
121.6,0,0,0,1,1,0,22,0,13.9,-0.3,0.79,Enrolled
121.5,1,0,0,1,1,0,20,0,11.1,0.6,2.02,Dropout
117,0,0,1,1,1,0,19,0,15.5,2.8,-4.06,Enrolled
130,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Enrolled
117.7,1,0,0,1,1,0,20,0,8.9,1.4,3.51,Graduate
140,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout
133.1,1,0,0,1,1,0,19,0,11.1,0.6,2.02,Dropout
100,0,0,1,1,1,0,24,1,8.9,1.4,3.51,Enrolled
119.1,0,0,1,1,1,0,18,0,10.8,1.4,1.74,Dropout
129.8,0,0,0,0,1,1,18,0,8.9,1.4,3.51,Enrolled
131.3,1,0,1,1,0,0,18,0,8.9,1.4,3.51,Dropout
136.7,1,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
126.2,1,0,0,1,0,1,21,0,12.4,0.5,1.79,Graduate
109.6,0,0,0,1,0,0,18,1,11.1,0.6,2.02,Dropout
131.9,1,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
140.7,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
120.7,1,0,0,1,0,0,23,0,13.9,-0.3,0.79,Dropout
113.8,1,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
121,0,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Enrolled
112.4,1,0,0,1,0,0,26,0,7.6,2.6,0.32,Dropout
131,1,0,0,1,0,1,18,0,7.6,2.6,0.32,Enrolled
142.7,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Dropout
125.5,0,0,0,0,0,1,19,0,8.9,1.4,3.51,Graduate
107.8,1,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
110.4,1,0,1,0,0,0,19,0,16.2,0.3,-0.92,Dropout
136.1,1,0,1,1,0,0,21,0,12.4,0.5,1.79,Enrolled
138.3,0,0,0,1,0,0,33,0,10.8,1.4,1.74,Graduate
142.3,0,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
145,0,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
125.7,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
108,0,0,1,0,0,0,33,0,8.9,1.4,3.51,Enrolled
128.7,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
128,0,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
146.5,1,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
106.1,1,0,0,0,0,0,20,0,11.1,0.6,2.02,Dropout
118,0,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
117,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
115.4,1,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
117,1,0,0,1,0,0,21,0,11.1,0.6,2.02,Graduate
144.9,1,0,0,1,0,0,26,0,12.4,0.5,1.79,Enrolled
127,0,0,0,1,0,0,21,0,16.2,0.3,-0.92,Dropout
118,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
118,0,0,0,1,0,0,27,0,12.4,0.5,1.79,Dropout
126.4,1,0,0,1,0,1,20,0,15.5,2.8,-4.06,Graduate
110,0,0,0,1,0,0,21,0,16.2,0.3,-0.92,Enrolled
124.4,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
140,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Enrolled
129.4,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
141.7,0,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
132.1,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
116.8,1,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
135,0,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
150,0,0,0,1,0,0,20,0,12.7,3.7,-1.7,Enrolled
116,1,0,1,1,0,0,19,0,13.9,-0.3,0.79,Dropout
155,0,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
127,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
130.8,1,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
121.8,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Dropout
140,0,0,0,1,1,0,43,0,16.2,0.3,-0.92,Enrolled
148.5,0,0,0,1,1,0,47,0,9.4,-0.8,-3.12,Dropout
109.8,1,0,0,0,1,0,23,0,7.6,2.6,0.32,Dropout
119.7,1,0,1,1,0,1,19,1,8.9,1.4,3.51,Graduate
122,1,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
147.5,1,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
150.8,1,0,0,1,0,0,19,1,15.5,2.8,-4.06,Graduate
150,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
131.5,0,0,1,1,0,1,39,0,11.1,0.6,2.02,Graduate
127.2,1,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
111,1,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
119.9,1,0,1,0,0,0,22,1,9.4,-0.8,-3.12,Graduate
133.7,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Dropout
140,1,0,0,1,0,0,22,0,13.9,-0.3,0.79,Graduate
113.9,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
120.7,1,0,1,1,1,0,18,0,7.6,2.6,0.32,Dropout
119.8,0,0,0,1,1,0,26,0,11.1,0.6,2.02,Enrolled
121.8,0,0,0,0,1,0,36,0,12.7,3.7,-1.7,Dropout
117.7,1,0,1,1,1,1,20,0,12.4,0.5,1.79,Graduate
110,0,0,0,1,1,0,30,0,15.5,2.8,-4.06,Dropout
134.4,0,0,0,1,1,0,24,0,15.5,2.8,-4.06,Dropout
125.3,0,0,0,1,1,0,26,0,7.6,2.6,0.32,Dropout
119.1,0,0,0,0,1,0,19,0,13.9,-0.3,0.79,Dropout
146,0,0,0,1,1,0,34,0,12.4,0.5,1.79,Graduate
130,1,0,0,1,1,0,33,0,9.4,-0.8,-3.12,Enrolled
122,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
118.1,1,0,1,0,1,0,26,0,8.9,1.4,3.51,Dropout
105.2,0,0,0,1,1,0,29,0,16.2,0.3,-0.92,Dropout
123.3,1,0,0,1,1,1,19,0,8.9,1.4,3.51,Dropout
124.8,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,Dropout
149.4,0,0,0,0,1,0,29,0,11.1,0.6,2.02,Dropout
108.5,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
125,0,0,0,1,1,0,19,0,10.8,1.4,1.74,Enrolled
101,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,Graduate
112.9,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Dropout
120.2,1,0,0,1,1,0,18,0,15.5,2.8,-4.06,Enrolled
111.6,0,0,1,1,1,1,21,0,10.8,1.4,1.74,Enrolled
134.1,1,0,0,1,1,0,20,0,8.9,1.4,3.51,Dropout
101.6,0,0,0,1,1,1,30,0,12.7,3.7,-1.7,Dropout
111.9,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate
118.4,1,0,0,1,1,0,30,0,8.9,1.4,3.51,Dropout
127.1,1,0,0,1,1,1,22,0,12.7,3.7,-1.7,Graduate
120.5,1,0,0,1,1,0,22,0,12.4,0.5,1.79,Graduate
136.1,1,0,1,0,1,0,19,0,11.1,0.6,2.02,Dropout
124,1,0,0,1,1,0,21,0,7.6,2.6,0.32,Dropout
141.6,0,0,0,1,1,0,21,0,7.6,2.6,0.32,Graduate
160,1,0,1,1,1,1,21,0,15.5,2.8,-4.06,Dropout
110,0,0,0,1,1,0,27,0,15.5,2.8,-4.06,Dropout
100,1,0,0,1,1,0,32,0,13.9,-0.3,0.79,Dropout
120,0,0,1,0,1,0,40,0,15.5,2.8,-4.06,Dropout
124.8,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Enrolled
140,1,0,0,1,1,0,20,0,12.7,3.7,-1.7,Dropout
124.3,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate
118.9,0,0,0,1,1,0,21,0,12.7,3.7,-1.7,Dropout
130.2,0,0,0,1,1,0,18,0,12.7,3.7,-1.7,Dropout
120,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,Enrolled
140,0,0,0,0,1,0,30,0,15.5,2.8,-4.06,Dropout
130,0,0,0,1,1,0,29,0,15.5,2.8,-4.06,Dropout
130.4,1,0,1,1,1,0,18,0,7.6,2.6,0.32,Dropout
116.1,1,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Dropout
130,0,0,0,1,1,0,22,0,15.5,2.8,-4.06,Dropout
124.3,1,0,0,0,1,0,27,0,12.7,3.7,-1.7,Dropout
125,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Graduate
110,0,0,0,1,1,0,42,0,11.1,0.6,2.02,Graduate
115,0,0,1,1,1,0,21,0,15.5,2.8,-4.06,Graduate
129.6,0,1,0,1,1,0,23,0,16.2,0.3,-0.92,Graduate
128.8,1,0,0,1,1,0,21,0,8.9,1.4,3.51,Dropout
144.2,1,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
134,0,0,0,1,1,1,40,0,8.9,1.4,3.51,Dropout
112,0,0,0,1,1,0,22,0,12.7,3.7,-1.7,Dropout
128.8,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
134,0,0,0,1,1,1,24,0,12.7,3.7,-1.7,Enrolled
125,0,0,0,1,1,0,21,0,12.7,3.7,-1.7,Enrolled
123.2,1,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
